Category Name,Manufacturer Name,City,Country,Latitude,Longitude,Machine Count
Sheet Fed / Offset,Heidelberg,Noida,India,28.5355,77.391,1
Sheet Fed / Offset,Heidelberg,Oslo,Norway,54.526,15.2551,1
Sheet Fed / Offset,Heidelberg,Oslo,Norway,59.9138688,10.7522454,1
Sheet Fed / Offset,Heidelberg,Prayagraj,India,25.424208,81.889562,1
Sheet Fed / Offset,Heidelberg,Putten,Netherlands,52.2435,5.63432,1
Sheet Fed / Offset,Heidelberg,Ramat Negev Regional Council,Israel,30.8124247,34.8594762,13
Sheet Fed / Offset,Heidelberg,Ramat Negev Regional Council,Israel,31.0461,34.8595,10
Sheet Fed / Offset,Heidelberg,Riudellots de la Selva,Spain,41.899895,2.808126,14
Sheet Fed / Offset,Heidelberg,Rome,Italy,41.8588932,12.631421,1
Sheet Fed / Offset,Heidelberg,Rome,Italy,41.8719,12.5674,26
Sheet Fed / Offset,Heidelberg,Rugby,United Kingdom,52.370878,-1.265032,1
Sheet Fed / Offset,Heidelberg,Sahibzada Ajit Singh Nagar,India,30.6969081,76.7323704,1
Sheet Fed / Offset,Heidelberg,Sahibzada Ajit Singh Nagar,India,30.7046,76.7179,20
Sheet Fed / Offset,Heidelberg,Sahibzada Ajit Singh Nagar,India,30.7046486,76.7178726,13
Sheet Fed / Offset,Heidelberg,Sahibzada Ajit Singh Nagar,India,30.7316,76.7055,1
Sheet Fed / Offset,Heidelberg,Sahibzada Ajit Singh Nagar,India,30.7316253,76.7054785,1
Sheet Fed / Offset,Heidelberg,Shahdara,India,28.6714,77.2692,1
Sheet Fed / Offset,Heidelberg,Shizuishan,China,38.7946,106.535,3
Sheet Fed / Offset,Heidelberg,Springfield,United States,36.5092,-86.885,1
Sheet Fed / Offset,Heidelberg,Strasbourg,France,48.5734053,7.7521113,1
Sheet Fed / Offset,Heidelberg,Strasbourg,France,48.584614,7.7507127,1
Sheet Fed / Offset,Heidelberg,Stuttgart,Deutschland,48.7758459,9.1829321,12
Sheet Fed / Offset,Heidelberg,Terni,Italy,42.6384261,12.674297,69
Sheet Fed / Offset,Heidelberg,U?ak,Türkiye,38.6742286,29.4058825,1
Sheet Fed / Offset,Heidelberg,Vogtei,Germany,51.1638,10.4478,12
Sheet Fed / Offset,Heidelberg,Vogtei,Germany,51.1638175,10.4478313,21
Sheet Fed / Offset,Heidelberg,Weil der Stadt,Deutschland,51.165691,10.451526,1
Sheet Fed / Offset,HP,,France,46.603354,1.8883335,1
Sheet Fed / Offset,HP,Minsk,Belarus,53.8608204,27.55083154,1
Sheet Fed / Offset,HP,Vogtei,Germany,51.1638175,10.4478313,1
Sheet Fed / Offset,KBA,,Czech Republic,,,1
Sheet Fed / Offset,KBA,,Romania,,,1
Sheet Fed / Offset,KBA,,Canada,61.0666922,-107.991707,1
Sheet Fed / Offset,KBA,,Germany,51,10,2
Sheet Fed / Offset,KBA,,Italy,41.8719,12.5674,1
Sheet Fed / Offset,KBA,,Italy,41.8719,12.5674,1
Sheet Fed / Offset,KBA,,Russia,51.2086975,89.2343748,1
Sheet Fed / Offset,KBA,,United Kingdom,54.7023545,-3.2765753,2
Sheet Fed / Offset,KBA,Baltimore,United States,39.3014159,-76.5888477,1
Sheet Fed / Offset,KBA,Beddes,France,46.6034,2.2137,1
Sheet Fed / Offset,KBA,Bucharest,Romania,44.4267674,26.1025384,1
Sheet Fed / Offset,KBA,Cluj-Napoca,Romania,46.7712101,23.6236353,2
Sheet Fed / Offset,KBA,Gliwice,Poland,50.26590325,18.69757619,7
Sheet Fed / Offset,KBA,Minsk,Belarus,53.8608204,27.55083154,1
Sheet Fed / Offset,KBA,Moscow,Russia,55.7505412,37.6174782,1
Sheet Fed / Offset,KBA,New Delhi,India,28.6273928,77.1716954,1
Sheet Fed / Offset,KBA,Oslo,Norway,59.9138688,10.7522454,1
Sheet Fed / Offset,KBA,Rome,Italy,41.8719,12.5674,10
Sheet Fed / Offset,KBA,Terni,Italy,42.6384261,12.674297,14
Sheet Fed / Offset,KBA,Vogtei,Germany,51.1638,10.4478,1
Sheet Fed / Offset,Komori,,South Korea,,,1
Sheet Fed / Offset,Komori,,,52.0055,37.9587,1
Sheet Fed / Offset,Komori,,Canada,61.0666922,-107.991707,1
Sheet Fed / Offset,Komori,,Europe,54.526,15.2551,3
Sheet Fed / Offset,Komori,,France,46.2276,2.21375,2
Sheet Fed / Offset,Komori,,France,46.603354,1.8883335,2
Sheet Fed / Offset,Komori,,Germany,51,10,1
Sheet Fed / Offset,Komori,,India,10.377491,78.81449931,1
Sheet Fed / Offset,Komori,,India,20.562845,76.40869861,1
Sheet Fed / Offset,Komori,,India,20.5937,78.9629,4
Sheet Fed / Offset,Komori,,India,22.3511148,78.6677428,5
Sheet Fed / Offset,Komori,,India,28.6734298,77.2898858,3
Sheet Fed / Offset,Komori,,Netherlands,52.2434979,5.6343227,3
Sheet Fed / Offset,Komori,,Russia,51.2086975,89.2343748,4
Sheet Fed / Offset,Komori,,Russia,55.0796891,98.8598725,1
Sheet Fed / Offset,Komori,,UK,55.3781,-3.436,1
Sheet Fed / Offset,Komori,,United Kingdom,54.7023545,-3.2765753,6
Sheet Fed / Offset,Komori,,United Kingdom,55.3781,-3.436,1
Sheet Fed / Offset,Komori,,United States,31.2638905,-98.5456116,1
Sheet Fed / Offset,Komori,,United States,31.9686,-99.9018,1
Sheet Fed / Offset,Komori,,United States,38.7946,-106.535,2
Sheet Fed / Offset,Komori,,United States,39.7837304,-100.445882,4
Sheet Fed / Offset,Komori,,United States,40.1581128,-83.1174088,1
Sheet Fed / Offset,Komori,,United States,40.2340936,-75.2731376,1
Sheet Fed / Offset,Komori,Atlanta,United States,33.7634,-84.3951,1
Sheet Fed / Offset,Komori,Beddes,France,46.6034,2.2137,5
Sheet Fed / Offset,Komori,Boyle Municipal District,Ireland,53.8652,-7.97946,1
Sheet Fed / Offset,Komori,Cape Town,South Africa,33.9249,18.4241,1
Sheet Fed / Offset,Komori,Chennai,India,13.0836939,80.270186,2
Sheet Fed / Offset,Komori,Ghaziabad,India,28.6692,77.4538,1
Sheet Fed / Offset,Komori,Gliwice,Poland,50.26590325,18.69757619,1
Sheet Fed / Offset,Komori,Hyderabad,India,17.406498,78.4772439,1
Sheet Fed / Offset,Komori,Indore,India,22.7203616,75.8681996,1
Sheet Fed / Offset,Komori,Irkutsk Oblast,Russia,54.526,105.255,1
Sheet Fed / Offset,Komori,Ludhiana,India,30.909,75.8516,2
Sheet Fed / Offset,Komori,Ludhiana,India,30.9090157,75.851601,3
Sheet Fed / Offset,Komori,Minsk,Belarus,53.8608204,27.55083154,9
Sheet Fed / Offset,Komori,Mumbai,India,19.0785451,72.878176,1
Sheet Fed / Offset,Komori,Nalagarh,India,31.0461,76.7026,1
Sheet Fed / Offset,Komori,New Delhi,India,28.5933164,77.1206897,1
Sheet Fed / Offset,Komori,New Delhi,India,28.6273928,77.1716954,6
Sheet Fed / Offset,Komori,Oslo,Norway,59.9138688,10.7522454,2
Sheet Fed / Offset,Komori,Ramat Negev Regional Council,Israel,30.8124247,34.8594762,1
Sheet Fed / Offset,Komori,Riudellots de la Selva,Spain,41.899895,2.808126,1
Sheet Fed / Offset,Komori,Rome,Italy,41.8719,12.5674,1
Sheet Fed / Offset,Komori,Sahibzada Ajit Singh Nagar,India,30.7094,76.6952,1
Sheet Fed / Offset,Komori,Saskatchewan,Canada,56.1304,-106.992,1
Sheet Fed / Offset,Komori,Singapore,Singapore,1.357107,103.8194992,1
Sheet Fed / Offset,Komori,Siponto,Italy,41.6043,15.8907,1
Sheet Fed / Offset,Komori,Springfield,United States,36.5092,-86.885,1
Sheet Fed / Offset,Komori,Terni,Italy,42.6384261,12.674297,3
Sheet Fed / Offset,Komori,Testour,Tunisia,36.5499,9.4422664,1
Sheet Fed / Offset,Komori,Vogtei,Germany,51.1638175,10.4478313,1
Sheet Fed / Offset,Manroland,,Italy,,,1
Sheet Fed / Offset,Manroland,,South Korea,,,1
Sheet Fed / Offset,Manroland,,Australia,-24.7761086,134.755,2
Sheet Fed / Offset,Manroland,,Canada,61.0666922,-107.991707,3
Sheet Fed / Offset,Manroland,,europe,54.526,15.2551,2
Sheet Fed / Offset,Manroland,,France,46.603354,1.8883335,1
Sheet Fed / Offset,Manroland,,Germany,51,10,3
Sheet Fed / Offset,Manroland,,Germany,51.1657,10.4515,3
Sheet Fed / Offset,Manroland,,Italy,41.8719,12.5674,1
Sheet Fed / Offset,Manroland,,Netherlands,52.2434979,5.6343227,4
Sheet Fed / Offset,Manroland,,Poland,52.215933,19.134422,3
Sheet Fed / Offset,Manroland,,Russia,51.2086975,89.2343748,3
Sheet Fed / Offset,Manroland,,United Kingdom,54.7023545,-3.2765753,3
Sheet Fed / Offset,Manroland,Barcelona,Spain,41.3828939,2.1774322,3
Sheet Fed / Offset,Manroland,Barcelona,Spain,41.3874,2.16857,2
Sheet Fed / Offset,Manroland,Bucharest,Romania,44.4267674,26.1025384,2
Sheet Fed / Offset,Manroland,Dabergotz,Germany,52.9098307,12.7172083,1
Sheet Fed / Offset,Manroland,Gliwice,Poland,50.26590325,18.69757619,9
Sheet Fed / Offset,Manroland,Italy,Italy,42.6384261,12.674297,1
Sheet Fed / Offset,Manroland,Minsk,Belarus,53.8608204,27.55083154,7
Sheet Fed / Offset,Manroland,Nil-Saint-Vincent-Saint-Martin,Belgium,50.6403,4.66671,1
Sheet Fed / Offset,Manroland,Oslo,Norway,54.526,15.2551,1
Sheet Fed / Offset,Manroland,Oslo,Norway,59.9138688,10.7522454,3
Sheet Fed / Offset,Manroland,Ramat Negev Regional Council,Israel,30.8124247,34.8594762,1
Sheet Fed / Offset,Manroland,Riudellots de la Selva,Spain,41.899895,2.808126,2
Sheet Fed / Offset,Manroland,Rome,Italy,41.8719,12.5674,17
Sheet Fed / Offset,Manroland,Sahibzada Ajit Singh Nagar,India,30.7046,76.7179,1
Sheet Fed / Offset,Manroland,Shizuishan,China,38.7946,106.535,1
Sheet Fed / Offset,Manroland,Stuttgart,Deutschland,48.7758459,9.1829321,1
Sheet Fed / Offset,Manroland,Terni,Italy,42.6384261,12.674297,31
Sheet Fed / Offset,Manroland,Vogtei,Germany,51.1638,10.4478,4
Sheet Fed / Offset,Manroland,Vogtei,Germany,51.1638175,10.4478313,3
Sheet Fed / Offset,Miller,,Italy,41.8719,12.5674,2
Sheet Fed / Offset,Miller,New Delhi,India,28.6273928,77.1716954,1
Sheet Fed / Offset,Miller,Ramat Negev Regional Council,Israel,30.8124247,34.8594762,2
Sheet Fed / Offset,Miller,Rome,Italy,41.8719,12.5674,3
Sheet Fed / Offset,Miller,Terni,Italy,42.6384261,12.674297,7
Sheet Fed / Offset,Mitsubishi,,Germany,51,10,1
Sheet Fed / Offset,Mitsubishi,,United States,39.7837304,-100.445882,1
Sheet Fed / Offset,Mitsubishi,Chennai,India,13.0836939,80.270186,1
Sheet Fed / Offset,Mitsubishi,Mid Suffolk,United Kingdom,52.24100135,1.046683031,1
Sheet Fed / Offset,Mitsubishi,Oslo,Norway,59.9138688,10.7522454,1
Sheet Fed / Offset,Mitsubishi,Ramat Negev Regional Council,Israel,30.8124247,34.8594762,1
Sheet Fed / Offset,Mitsubishi,Rome,Italy,41.8719,12.5674,1
Sheet Fed / Offset,Mitsubishi,Sivakasi,India,9.45329,77.8024,1
Sheet Fed / Offset,Mitsubishi,Terni,Italy,42.6384261,12.674297,3
Sheet Fed / Offset,Miyakoshi,Terni,Italy,42.6384261,12.674297,1
Sheet Fed / Offset,Muller Martini,Gliwice,Poland,50.26590325,18.69757619,1
Sheet Fed / Offset,Muller Martini,Mumbai,India,18.9500562,72.8347302,1
Sheet Fed / Offset,Muller Martini,Vogtei,Germany,51.1638175,10.4478313,1
Sheet Fed / Offset,Planeta,,,52.0055,37.9587,1
Sheet Fed / Offset,Planeta,,India,22.3511148,78.6677428,1
Sheet Fed / Offset,Planeta,,India,28.6817299,77.3281172,1
Sheet Fed / Offset,Planeta,,Italy,41.8719,12.5674,1
Sheet Fed / Offset,Planeta,,Russia,51.2086975,89.2343748,1
Sheet Fed / Offset,Planeta,Ludhiana,India,30.909,75.8516,1
Sheet Fed / Offset,Planeta,New Delhi,India,28.5933164,77.1206897,1
Sheet Fed / Offset,Planeta,New Delhi,India,28.6273928,77.1716954,1
Sheet Fed / Offset,Planeta,Rome,Italy,41.8719,12.5674,2
Sheet Fed / Offset,Planeta,Sambhal,India,28.5904,78.5718,1
Sheet Fed / Offset,Planeta,Terni,Italy,42.6384261,12.674297,1
Sheet Fed / Offset,Polly,,Czechia,49.7439047,15.3381061,1
Sheet Fed / Offset,Polly,,India,20.5937,78.9629,1
Sheet Fed / Offset,Polly,,India,22.3511148,78.6677428,3
Sheet Fed / Offset,Polly,,Russia,51.2086975,89.2343748,1
Sheet Fed / Offset,Polly,Gurugram District,India,28.42208845,77.10429893,1
Sheet Fed / Offset,Polly,Indianapolis,United States,39.7691,-86.158,1
Sheet Fed / Offset,Polly,Ludhiana,India,30.909,75.8516,1
Sheet Fed / Offset,Polly,Ludhiana,India,30.9090157,75.851601,4
Sheet Fed / Offset,Roland,,Serbia,,,1
Sheet Fed / Offset,Roland,Dabergotz,Germany,52.9098307,12.7172083,1
Sheet Fed / Offset,Rotaprint,Minsk,Belarus,53.8608204,27.55083154,1
Sheet Fed / Offset,Rotaprint,Terni,Italy,42.6384261,12.674297,1
Sheet Fed / Offset,Ryobi,,Israel,,,1
Sheet Fed / Offset,Ryobi,,Romania,,,1
Sheet Fed / Offset,Ryobi,,Australia,25.2744,133.7751,1
Sheet Fed / Offset,Ryobi,,Canada,61.0666922,-107.991707,1
Sheet Fed / Offset,Ryobi,,Europe,54.526,15.2551,1
Sheet Fed / Offset,Ryobi,,France,46.603354,1.8883335,4
Sheet Fed / Offset,Ryobi,,Macao,22.1987,113.544,1
Sheet Fed / Offset,Ryobi,,Netherlands,52.2434979,5.6343227,1
Sheet Fed / Offset,Ryobi,,Russia,51.2086975,89.2343748,1
Sheet Fed / Offset,Ryobi,,United Kingdom,54.7023545,-3.2765753,2
Sheet Fed / Offset,Ryobi,,United States,39.7837304,-100.445882,3
Sheet Fed / Offset,Ryobi,Ahmedabad,India,23.0216238,72.5797068,1
Sheet Fed / Offset,Ryobi,Dabergotz,Germany,52.9098307,12.7172083,2
Sheet Fed / Offset,Ryobi,Dallas,United States,32.7762719,-96.7968559,1
Sheet Fed / Offset,Ryobi,Gliwice,Poland,50.26590325,18.69757619,4
Sheet Fed / Offset,Ryobi,Gurugram,India,28.402,76.826,1
Sheet Fed / Offset,Ryobi,Melbourne,Australia,-37.8142454,144.9631732,1
Sheet Fed / Offset,Ryobi,Moscow,Russia,55.7558,37.6173,1
Sheet Fed / Offset,Ryobi,New Delhi,India,28.6273928,77.1716954,8
Sheet Fed / Offset,Ryobi,Oslo,Norway,54.526,15.2551,1
Sheet Fed / Offset,Ryobi,Ramat Negev Regional Council,Israel,30.8124247,34.8594762,3
Sheet Fed / Offset,Ryobi,Ramat Negev Regional Council,Israel,31.0461,34.8595,1
Sheet Fed / Offset,Ryobi,Rome,Italy,41.8719,12.5674,5
Sheet Fed / Offset,Ryobi,Sahibzada Ajit Singh Nagar,India,30.7046486,76.7178726,2
Sheet Fed / Offset,Ryobi,Sivakasi,India,9.45329,77.8024,1
Sheet Fed / Offset,Ryobi,Stuttgart,Deutschland,48.7758459,9.1829321,2
Sheet Fed / Offset,Ryobi,Terni,Italy,42.6384261,12.674297,14
Sheet Fed / Offset,Ryobi,Vogtei,Germany,51.1638,10.4478,4
Sheet Fed / Offset,Ryobi,Vogtei,Germany,51.1638175,10.4478313,3
Sheet Fed / Offset,Sakurai,,Germany,,,1
Sheet Fed / Offset,Sakurai,,,46.2022,1.26439,1
Sheet Fed / Offset,Sakurai,,Australia,-25.2744,133.775,1
Sheet Fed / Offset,Sakurai,,Czechia,49.7439047,15.3381061,1
Sheet Fed / Offset,Sakurai,,India,20.5937,78.9629,1
Sheet Fed / Offset,Sakurai,,Netherlands,52.2434979,5.6343227,2
Sheet Fed / Offset,Sakurai,,Poland,51.9194,19.1451,1
Sheet Fed / Offset,Sakurai,,United Kingdom,54.7023545,-3.2765753,1
Sheet Fed / Offset,Sakurai,Auckland,New Zealand,-36.8622961,174.7190716,1
Sheet Fed / Offset,Sakurai,Gliwice,Poland,50.26590325,18.69757619,3
Sheet Fed / Offset,Sakurai,Rome,Italy,41.8719,12.5674,4
Sheet Fed / Offset,Sakurai,Terni,Italy,42.6384261,12.674297,3
Sheet Fed / Offset,Shinohara,,Australia,-24.7761086,134.755,1
Sheet Fed / Offset,Shinohara,,Germany,51,10,1
Sheet Fed / Offset,Shinohara,,Netherlands,52.2434979,5.6343227,5
Sheet Fed / Offset,Shinohara,,Russia,55.0796891,98.8598725,1
Sheet Fed / Offset,Shinohara,,United States,39.7837304,-100.445882,1
Sheet Fed / Offset,Shinohara,Beddes,France,46.6034,2.2137,2
Sheet Fed / Offset,Shinohara,Bucharest,Romania,44.4267674,26.1025384,1
Sheet Fed / Offset,Shinohara,Coimbatore,India,11.0018115,76.9628425,1
Sheet Fed / Offset,Shinohara,Faridabad,India,28.4031478,77.3105561,1
Sheet Fed / Offset,Shinohara,Melbourne,Australia,-37.8142454,144.9631732,3
Sheet Fed / Offset,Shinohara,Moscow,Russia,55.7505412,37.6174782,1
Sheet Fed / Offset,Shinohara,New York,United States,40.7127281,-74.0060152,1
Sheet Fed / Offset,Shinohara,Rome,Italy,41.8719,12.5674,1
Sheet Fed / Offset,Shinohara,Sivakasi,India,9.45329,77.8024,1
Sheet Fed / Offset,Shinohara,Terni,Italy,42.6384261,12.674297,1
Sheet Fed / Offset,Solna,,Pakistan,30.3308401,71.247499,1
Sheet Fed / Offset,Solna,Barcelona,Spain,41.3828939,2.1774322,1
Sheet Fed / Offset,Solna,Jaipur,India,26.9154576,75.8189817,1
Sheet Fed / Offset,Solna,Mumbai,India,19.0785451,72.878176,1
Sheet Fed / Offset,Sumitomo,Sivakasi,India,9.45329,77.8024,1
Sheet Fed / Offset,Svecia,Vogtei,Germany,51.1638175,10.4478313,1
Sheet Fed / Offset,Toko,New Delhi,India,28.6273928,77.1716954,2
Sheet Fed / Offset,Xerox,Gliwice,Poland,50.26590325,18.69757619,1
Sheet Fed / Offset,Yotta,Ringwood,United Kingdom,50.844949,-1.788817,1
Sheeter,Tecnau,,Spain,,,1
Shrink Wrapping Machines,Adpak,,United Kingdom,54.7023545,-3.2765753,2
Shrink Wrapping Machines,DIBIPACK,,United Kingdom,54.7023545,-3.2765753,1
Shrink Wrapping Machines,DIBIPACK,Terni,Italy,42.6384261,12.674297,1
Shrink Wrapping Machines,EDL,Lancaster,United Kingdom,54.0484068,-2.7990345,1
Shrink Wrapping Machines,Hugo Beck,Stuttgart,Deutschland,48.7758459,9.1829321,1
Shrink Wrapping Machines,Kallfass,,Germany,51.1657,10.4515,2
Shrink Wrapping Machines,Lady Pack,,United Kingdom,54.7023545,-3.2765753,1
Shrink Wrapping Machines,Lady Pack,Vogtei,Germany,51.1638175,10.4478313,1
Shrink Wrapping Machines,Minipack®-torre,Lancaster,United Kingdom,54.0484068,-2.7990345,1
Shrink Wrapping Machines,Shanklin,Lancaster,United Kingdom,54.0484068,-2.7990345,3
Shrink Wrapping Machines,Sitma,Terni,Italy,42.6384261,12.674297,2
Shrink Wrapping Machines,YPS,Lancaster,United Kingdom,54.0484068,-2.7990345,1
Single stream delivery,Palamides,Stuttgart,Deutschland,48.7758459,9.1829321,1
Slitter rewinders,ABG International,Hude,Germany,53.1088344,8.4653702,1
Slitter rewinders,Baksam & Dieck,,Turkey,,,1
Slitter rewinders,DCM,,France,46.603354,1.8883335,1
Slitter rewinders,Jylhavaara,,Czech Republic,,,1
Slitter rewinders,Lemu,,Spain,,,2
Slitter rewinders,Newtag,,Mauritius,-20.3484,57.5522,1
Slitter rewinders,Newtag,Terni,Italy,42.6384261,12.674297,1
Slitter rewinders,Rotoflex,Hude,Germany,53.1088344,8.4653702,1
Slitter rewinders,Spag & Dieck,,Turkey,,,1
Slitter rewinders,Tecnau,Ringwood,United Kingdom,50.844949,-1.788817,1
Slitter/cutter/creaser,Duplo,,Bulgaria,42.6073975,25.4856617,1
Slitter/cutter/creaser,Duplo,,United Kingdom,54.7023545,-3.2765753,3
Slitter/cutter/creaser,Duplo,Vogtei,Germany,51.1638175,10.4478313,2
Slitter/cutter/creaser,Foellmer,,Netherlands,52.2434979,5.6343227,1
Slitter/cutter/creaser,Graphic Whizard,Gliwice,Poland,50.26590325,18.69757619,2
Slitter/cutter/creaser,Horizon,Beddes,France,46.6034,2.2137,2
Slitter/cutter/creaser,Hunkeler,,Netherlands,52.2434979,5.6343227,1
Slitter/cutter/creaser,Krause,,Netherlands,52.2434979,5.6343227,1
Slitter/cutter/creaser,Kroll,,Netherlands,52.2434979,5.6343227,1
Slitter/cutter/creaser,Kroll,Vogtei,Germany,51.1638175,10.4478313,1
Slitter/cutter/creaser,Nagel,,Germany,51.1657,10.4515,1
Slitter/cutter/creaser,Nagel,,Netherlands,52.2434979,5.6343227,1
Slitter/cutter/creaser,Nagel,Vogtei,Germany,51.1638175,10.4478313,1
Slitter/cutter/creaser,Schober,,Netherlands,52.2434979,5.6343227,1
Slitter/cutter/creaser,Traenklein,,Netherlands,52.2434979,5.6343227,1
Small perfect binder, Planatol,Stuttgart,Deutschland,48.7758459,9.1829321,1
Small perfect binder,FKS,Minsk,Belarus,53.8608204,27.55083154,1
Small perfect binder,Horizon,,Germany,51.1657,10.4515,1
Small perfect binder,Muero,Stuttgart,Deutschland,48.7758459,9.1829321,1
Small perfect binder,Muller Martini,Brunswick,Germany,52.2646577,10.5236066,1
Small perfect binder,NewBind,Terni,Italy,42.6384261,12.674297,1
Solvent Printer,Mutoh,Bra?ov,Romania,45.6426802,25.5887252,1
Spiral binding machine,RENZ,Stuttgart,Deutschland,48.7758459,9.1829321,1
Spiral binding machine,Rilecart,Terni,Italy,42.6384261,12.674297,2
Split saw,TEC-GRAF,,France,46.603354,1.8883335,1
Stacker,Heidelberg,,United Kingdom,54.7023545,-3.2765753,2
Stacker,Horizon,,United Kingdom,54.7023545,-3.2765753,1
Stacker,Horizon,Beddes,France,46.6034,2.2137,1
Stacker,Horizon,Ringwood,United Kingdom,50.844949,-1.788817,1
Stacker,Palamides,,France,46.603354,1.8883335,2
Stacker,Palamides,Ringwood,United Kingdom,50.844949,-1.788817,1
Stacker,Palamides,Stuttgart,Deutschland,48.7758459,9.1829321,1
Stacker,TEC-GRAF,,France,46.603354,1.8883335,1
stackers,Horizon,Minsk,Belarus,53.8608204,27.55083154,1
Stitching and folding,Heidelberg,Ringwood,United Kingdom,50.844949,-1.788817,1
Stitching and folding,Interlake,Ringwood,United Kingdom,50.844949,-1.788817,1
Stitching and folding,Vickers,Ringwood,United Kingdom,50.844949,-1.788817,1
Stitching Heads,Hohner,Terni,Italy,42.6384261,12.674297,1
Stitching Heads,Hohner,Vogtei,Germany,51.1638175,10.4478313,1
Stitching Machines,Grapha,,Germany,51.1657,10.4515,1
Stitching Machines,Grapha,Vogtei,Germany,51.1638,10.4478,1
Stitching Machines,Grapha,Vogtei,Germany,51.1638175,10.4478313,1
Stitching Machines,Hohner,Stuttgart,Deutschland,48.7758459,9.1829321,1
Stitching Machines,Hohner,Vogtei,Germany,51.1638,10.4478,3
Stitching Machines,Muller Martini,Terni,Italy,42.6384261,12.674297,1
Stitching Machines,Nagel,,Germany,51.1657,10.4515,1
Stitching Machines,Nagel,Hounslow,UK,52.24100135,1.046683031,1
Stitching Machines,Nagel,Stuttgart,Deutschland,48.7758459,9.1829321,1
Stitching Machines,Nagel,Vogtei,Germany,51.1638,10.4478,1
Stitching Machines,Nagel,Vogtei,Germany,51.1638175,10.4478313,5
Stitching Machines,Polygraph,Vogtei,Germany,51.1638175,10.4478313,1
Stitching Machines,Winterling,Vogtei,Germany,51.1638,10.4478,1
Thermal Lamination,Billhöfer,,Greece,,,1
Thermal Lamination,Billhöfer,,Slovakia,,,1
Thermal Lamination,Foliant,,Romania,,,1
Thermal Lamination,Kingsun Machinery,Terni,Italy,42.6384261,12.674297,1
Thermal Lamination,Komfi,,Czechia,49.8175,15.473,1
Thermal Lamination,Paperplast,,Germany,,,1
Thermal Lamination,Paperplast,,Italy,,,1
Thermal Lamination,Shengtian,Rome,Italy,41.8719,12.5674,1
Thermographic machines,DuPont,,Czech Republic,,,1
Thermographic machines,EcooGraphix,,Turkey,,,1
Thermographic machines,Sunraise,Lancaster,United Kingdom,54.0484068,-2.7990345,1
Thermographic machines,Supermatic,Stuttgart,Deutschland,48.7758459,9.1829321,1
Three Knife Trimmer,Cermi,Braunschweig,Germany,52.2678,10.5246,1
Three Knife Trimmer,Challenge,,Netherlands,52.2434979,5.6343227,1
Three Knife Trimmer,CP Bourg,,France,46.603354,1.8883335,1
Three Knife Trimmer,Grapha,,Germany,51.1657,10.4515,1
Three Knife Trimmer,Horauf ,,Bulgaria,42.6073975,25.4856617,1
Three Knife Trimmer,Horauf ,,United Kingdom,54.7023545,-3.2765753,1
Three Knife Trimmer,Horauf ,Nuremberg,Germany,49.4542881,11.0745641,1
Three Knife Trimmer,Horizon,,Czechia,49.7776073,15.0285333,4
Three Knife Trimmer,Horizon,,France,46.603354,1.8883335,1
Three Knife Trimmer,Horizon,,Germany,51,10,1
Three Knife Trimmer,Horizon,,Germany,51.1657,10.4515,1
Three Knife Trimmer,Horizon,Kácov,Czechia,49.7779,15.0279,1
Three Knife Trimmer,Horizon,Minsk,Belarus,53.8608204,27.55083154,1
Three Knife Trimmer,Horizon,New Delhi,India,28.6138954,77.2090057,1
Three Knife Trimmer,Horizon,Vogtei,Germany,51.1638175,10.4478313,1
Three Knife Trimmer,Hydromat,Ringwood,United Kingdom,50.844949,-1.788817,1
Three Knife Trimmer,Kolbus,,Bulgaria,42.6073975,25.4856617,2
Three Knife Trimmer,Kolbus,Braunschweig,Germany,52.2678,10.5246,5
Three Knife Trimmer,Kolbus,Brunswick,Germany,52.2646577,10.5236066,3
Three Knife Trimmer,Kolbus,Brunswick,Germany,52.2647,10.5236,2
Three Knife Trimmer,Muller Martini,,Iran,32.6475314,54.5643516,1
Three Knife Trimmer,Muller Martini,,Italy,41.8719,12.5674,1
Three Knife Trimmer,Muller Martini,Brunswick,Germany,52.2647,10.5236,1
Three Knife Trimmer,Muller Martini,New Delhi,India,28.6273928,77.1716954,1
Three Knife Trimmer,Muller Martini,Rome,Italy,41.8719,12.5674,4
Three Knife Trimmer,Muller Martini,Terni,Italy,42.6384261,12.674297,1
Three Knife Trimmer,Muller Martini,Vogtei,Germany,51.1638175,10.4478313,1
Three Knife Trimmer,Perfecta,Nuremberg,Germany,49.4542881,11.0745641,1
Three Knife Trimmer,Sanko,New Delhi,India,28.6273928,77.1716954,1
Three Knife Trimmer,SCS,Braunschweig,Germany,52.2678,10.5246,1
Three Knife Trimmer,SCS,Brunswick,Germany,52.2647,10.5236,1
Three Knife Trimmer,Wohlenberg,,France,,,1
Three Knife Trimmer,Wohlenberg,,Bulgaria,42.6073975,25.4856617,1
Three Knife Trimmer,Wohlenberg,,Germany,51.1657,10.4515,1
Three Knife Trimmer,Wohlenberg,,United Kingdom,54.7023545,-3.2765753,1
Three Knife Trimmer,Wohlenberg,Ahmedabad,India,23.0216238,72.5797068,1
Three Knife Trimmer,Wohlenberg,Braunschweig,Deutschland,52.2677907,10.5245656,1
Three Knife Trimmer,Wohlenberg,Nuremberg,Germany,49.4542881,11.0745641,1
Three Knife Trimmer,Wohlenberg,Rome,Italy,41.8719,12.5674,1
Three Knife Trimmer,Wohlenberg,Terni,Italy,42.6384261,12.674297,1
