Category Name,Manufacturer Name,City,Country,Latitude,Longitude,Machine Count
Perforating/scoring,Pit Stop,Vogtei,Germany,51.1638,10.4478,1
Pile elevator/unloaders,Baumann,Stuttgart,Deutschland,48.7758459,9.1829321,1
Pile elevator/unloaders,Knorr,Vogtei,Germany,51.1638,10.4478,1
Pile elevator/unloaders,Polar,,Germany,51.1657,10.4515,1
Pile elevator/unloaders,Polar,,United Kingdom,54.7023545,-3.2765753,1
Pile elevator/unloaders,Polar,Lancaster,United Kingdom,54.0484068,-2.7990345,2
Pile elevator/unloaders,Polar,Stuttgart,Deutschland,48.7758459,9.1829321,2
Pile elevator/unloaders,Polar,Vogtei,Germany,51.1638,10.4478,1
Pile elevator/unloaders,Polar,Vogtei,Germany,51.1638175,10.4478313,1
Pile elevator/unloaders,Polar,Weil der Stadt,Deutschland,51.165691,10.451526,1
Pile turner,Baumann,,Germany,51.1657,10.4515,2
Pile turner,Baumann,Minsk,Belarus,53.8608204,27.55083154,1
Pile turner,Busch,,France,46.603354,1.8883335,1
Pile turner,Busch,,Germany,51,10,1
Pile turner,Busch,,Germany,51.1657,10.4515,1
Pile turner,Busch,,Netherlands,52.2434979,5.6343227,1
Pile turner,Busch,Ringwood,United Kingdom,50.844949,-1.788817,1
Pile turner,HoTung,,Germany,51.1657,10.4515,1
Pile turner,Polar,,Germany,51.1657,10.4515,1
Pile turner,Polar,,Netherlands,52.2434979,5.6343227,1
Pile turner,Polar,Stuttgart,Deutschland,48.7758459,9.1829321,1
Pile turner,Polar,Vogtei,Germany,51.1638175,10.4478313,1
Pile turner,Rachner,,Germany,51,10,1
Pile turner,Rachner,Minsk,Belarus,53.8608204,27.55083154,1
Pile turner,Toppy,Terni,Italy,42.6384261,12.674297,1
Pile turner,Toppy,Vogtei,Germany,51.1638175,10.4478313,1
Pile turner/elevator,Polar,,United Kingdom,54.7023545,-3.2765753,2
Pile turner/elevator,Rotek,Ringwood,United Kingdom,50.844949,-1.788817,1
Pile turners,Baumann,Stuttgart,Deutschland,48.7758459,9.1829321,1
Pile turners,Busch,Vogtei,Germany,51.1638,10.4478,1
Pile turners,Polar,Stuttgart,Deutschland,48.7758459,9.1829321,1
Pile turners,Rotek,,France,46.603354,1.8883335,2
Pile turners,Rotek,Ringwood,United Kingdom,50.844949,-1.788817,1
Pile turners,Toppy,Stuttgart,Deutschland,48.7758459,9.1829321,1
plate making,AGI,Auckland,New Zealand,-36.8622961,174.7190716,1
plate making,DuPont,,,54.526,15.2551,2
plate making,Kelleigh,,India,20.5937,78.9629,2
Plate processors,AZ Quickplater,Nuremberg,Germany,49.4542881,11.0745641,1
Plate processors,Glunz & Jensen,Gliwice,Poland,50.26590325,18.69757619,1
Plate processors,Heidelberg,Nuremberg,Germany,49.4542881,11.0745641,1
Plate processors,Kodak,Nuremberg,Germany,49.4542881,11.0745641,1
Plate processors,Theimer,Nuremberg,Germany,49.4542881,11.0745641,1
Plate punch,Bacher,Vogtei,Germany,51.1638175,10.4478313,1
Plate punch,BEIL,,Germany,51.1657,10.4515,1
Plate punch,Heidelberg,,United Kingdom,54.7023545,-3.2765753,1
Plate punch,Heidelberg,Vogtei,Germany,51.1638,10.4478,1
Plate punch,Komori,,Netherlands,52.2434979,5.6343227,1
Plate Puncher,Bacher,,Netherlands,52.2434979,5.6343227,1
Plate Puncher,Bacher,Minsk,Belarus,53.8608204,27.55083154,1
Plate Puncher,BEIL,,Netherlands,52.2434979,5.6343227,1
Plate Puncher,Billows,,Netherlands,52.2434979,5.6343227,1
Plate Puncher,Heidelberg,,United Kingdom,54.7023545,-3.2765753,2
Plate punchers/bender,BEIL,,Germany,51.1657,10.4515,1
Plate punchers/bender,Billows,,Netherlands,52.2434979,5.6343227,1
Plate punchers/bender,Heidelberg,,Netherlands,52.2434979,5.6343227,2
Poly Wrap Mailing Machines,MML Norpak,Leeds,United Kingdom,51.2490496,0.6122836,1
Poly Wrap Mailing Machines,MML Norpak,Leeds,United Kingdom,53.8007554,-1.5490774,2
Post Press,Bobst,,United States,39.7837304,-100.445882,1
Post Press,Bobst,Terni,Italy,42.6384261,12.674297,12
Post Press,Brandtjen + Kluge,Ringwood,United Kingdom,50.844949,-1.788817,1
Post Press,Diesse,Terni,Italy,42.6384261,12.674297,1
Post Press,Duplo,Beddes,France,46.6034,2.2137,1
Post Press,Duplo,Ringwood,United Kingdom,50.844949,-1.788817,1
Post Press,FIDIA,Terni,Italy,42.6384261,12.674297,1
Post Press,Heidelberg,Ringwood,United Kingdom,50.844949,-1.788817,1
Post Press,Heidelberg,Terni,Italy,42.6384261,12.674297,1
Post Press,Hohner,Beddes,France,46.6034,2.2137,1
Post Press,Horizon,KÃ¡cov,Czechia,49.7779,15.0279,1
Post Press,Horizon,Kácov,Czechia,49.7779,15.0279,1
Post Press,James Burn/Lhermite,Ringwood,United Kingdom,50.844949,-1.788817,2
Post Press,Muller Martini,Terni,Italy,42.6384261,12.674297,2
Post Press,Polar,Terni,Italy,42.6384261,12.674297,1
Post Press,SPM Steuer,Terni,Italy,42.6384261,12.674297,1
Post Press,Stahl,Terni,Italy,42.6384261,12.674297,3
Post Press,Tendeur Universel,Vogtei,Germany,51.1638175,10.4478313,1
Post Press,Toppy,Terni,Italy,42.6384261,12.674297,1
Pouch Making Machine,Karlville,Hude,Germany,53.1088344,8.4653702,1
Pre Press,Creo Thermoflex,,France,46.603354,1.8883335,1
Pre Press,Manroland,Bucharest,Romania,44.4267674,26.1025384,1
Pre Press,Manroland,Gliwice,Poland,50.26590325,18.69757619,1
Punching machines, Sterling,,Romania,,,1
Punching machines,Hang,,Switzerland,,,1
Punching machines,James Burn/Lhermite,,Bulgaria,42.6073975,25.4856617,1
Punching machines,KUGLER,,United States,38.7946,-106.535,1
Punching machines,Rilecart,,United Kingdom,54.7023545,-3.2765753,1
Punching machines,Rilecart,Terni,Italy,42.6384261,12.674297,1
Punching machines,Sandeep Engineers,,U.S. Virgin Islands,18.335765,-64.896335,1
Punching machines,Starx,,Turkey,,,1
Rewinder,ATLAS,Terni,Italy,42.6384261,12.674297,1
Ribbon inserting machines,Couvertec,Vogtei,Germany,51.1638175,10.4478313,1
Ribbon inserting machines,Muller Martini,Brunswick,Germany,52.2647,10.5236,1
Riveting machines,Arno,,Netherlands,52.2434979,5.6343227,1
Riveting machines,Hang,,France,46.603354,1.8883335,1
Riveting machines,Hang,,Netherlands,52.2434979,5.6343227,1
Riveting machines,Hang,Vogtei,Germany,51.1638175,10.4478313,1
Riveting machines,Seckinger,Vogtei,Germany,51.1638175,10.4478313,1
Round Screen Printing,Impress Apparels,Varanasi,India,25.3176,82.9739,1
Saddle Stitcher,Brehmer,Ringwood,United Kingdom,50.844949,-1.788817,1
Saddle Stitcher,CP Bourg,,Netherlands,52.2434979,5.6343227,1
Saddle Stitcher,Duplo,,Poland,,,2
Saddle Stitcher,Duplo,Vogtei,Germany,51.1638175,10.4478313,1
Saddle Stitcher,Grapha,,Germany,51.1657,10.4515,1
Saddle Stitcher,Heidelberg,,Bulgaria,42.6073975,25.4856617,1
Saddle Stitcher,Heidelberg,,France,46.603354,1.8883335,1
Saddle Stitcher,Heidelberg,,Montenegro,42.708678,19.37439,1
Saddle Stitcher,Heidelberg,,Morocco,31.791702,-7.09262,1
Saddle Stitcher,Heidelberg,,Ukraine,49.4871968,31.2718321,1
Saddle Stitcher,Heidelberg,,United Kingdom,54.7023545,-3.2765753,3
Saddle Stitcher,Heidelberg,,United States,31.9685988,-99.9018131,1
Saddle Stitcher,Heidelberg,Amritsar,India,31.6339793,74.8722642,1
Saddle Stitcher,Heidelberg,Chandigarh,India,30.7333148,76.7794179,1
Saddle Stitcher,Heidelberg,Minsk,Belarus,53.8608204,27.55083154,1
Saddle Stitcher,Heidelberg,Nuremberg,Germany,49.4542881,11.0745641,1
Saddle Stitcher,Heidelberg,Ringwood,United Kingdom,50.844949,-1.788817,1
Saddle Stitcher,Heidelberg,Sahibzada Ajit Singh Nagar,India,30.7046486,76.7178726,1
Saddle Stitcher,Heidelberg,Terni,Italy,42.6384261,12.674297,1
Saddle Stitcher,Heidelberg,Vogtei,Germany,51.1638,10.4478,2
Saddle Stitcher,Hohner,,Australia,25.2744,133.7751,1
Saddle Stitcher,Hohner,,Germany,51.1657,10.4515,1
Saddle Stitcher,Hohner,,Netherlands,52.2434979,5.6343227,1
Saddle Stitcher,Hohner,Ghaziabad,India,28.6728,77.3863,1
Saddle Stitcher,Hohner,Terni,Italy,42.6384261,12.674297,1
Saddle Stitcher,Horizon,,Belgium,,,1
Saddle Stitcher,Horizon,,Bulgaria,42.6073975,25.4856617,1
Saddle Stitcher,Horizon,,Czechia,49.0492698,16.3115273,1
Saddle Stitcher,Horizon,,Czechia,49.7776073,15.0285333,1
Saddle Stitcher,Horizon,,Czechia,49.8175,15.473,1
Saddle Stitcher,Horizon,,France,46.603354,1.8883335,1
Saddle Stitcher,Horizon,,Netherlands,52.1326,5.29127,1
Saddle Stitcher,Horizon,,Netherlands,52.2434979,5.6343227,1
Saddle Stitcher,Horizon,,United Kingdom,54.7023545,-3.2765753,1
Saddle Stitcher,Horizon,Indore,India,22.7195687,75.8577258,1
Saddle Stitcher,Horizon,Nuremberg,Germany,49.4542881,11.0745641,3
Saddle Stitcher,Horizon,Ringwood,United Kingdom,50.844949,-1.788817,1
Saddle Stitcher,Horizon,Sahibzada Ajit Singh Nagar,India,30.7046486,76.7178726,1
Saddle Stitcher,Horizon,Vogtei,Germany,51.1638175,10.4478313,2
Saddle Stitcher,Monotype,Vogtei,Germany,51.1638,10.4478,1
Saddle Stitcher,Muller Martini,,,54.526,15.2551,1
Saddle Stitcher,Muller Martini,,Bulgaria,42.6073975,25.4856617,2
Saddle Stitcher,Muller Martini,,Denmark,55.670249,10.3333283,1
Saddle Stitcher,Muller Martini,,Europe,54.526,15.2551,3
Saddle Stitcher,Muller Martini,,France,46.603354,1.8883335,2
Saddle Stitcher,Muller Martini,,Germany,51.1657,10.4515,2
Saddle Stitcher,Muller Martini,,Italy,41.8719,12.5674,1
Saddle Stitcher,Muller Martini,,Netherlands,52.2434979,5.6343227,5
Saddle Stitcher,Muller Martini,,Netherlands,52.24764975,5.541246849,1
Saddle Stitcher,Muller Martini,,Poland,52.215933,19.134422,1
Saddle Stitcher,Muller Martini,,United Kingdom,54.7023545,-3.2765753,6
Saddle Stitcher,Muller Martini,,United States,38.7946,-106.535,1
Saddle Stitcher,Muller Martini,,United States,40.0757384,-74.4041622,1
Saddle Stitcher,Muller Martini,Bucharest,Romania,44.4267674,26.1025384,1
Saddle Stitcher,Muller Martini,Ghaziabad,India,28.672818,77.3862836,2
Saddle Stitcher,Muller Martini,Gliwice,Poland,50.26590325,18.69757619,2
Saddle Stitcher,Muller Martini,Italy,Italy,42.6384261,12.674297,1
Saddle Stitcher,Muller Martini,Kolkata,India,22.5743545,88.3628734,1
Saddle Stitcher,Muller Martini,Modinagar,India,28.8344396,77.5698527,1
Saddle Stitcher,Muller Martini,Nuremberg,Germany,49.4542881,11.0745641,2
Saddle Stitcher,Muller Martini,Rome,Italy,41.8719,12.5674,9
Saddle Stitcher,Muller Martini,Sahibzada Ajit Singh Nagar,India,30.7046486,76.7178726,1
Saddle Stitcher,Muller Martini,Stuttgart,Deutschland,48.7758459,9.1829321,1
Saddle Stitcher,Muller Martini,Terni,Italy,42.6384261,12.674297,8
Saddle Stitcher,Muller Martini,Vogtei,Germany,51.1638,10.4478,1
Saddle Stitcher,Nagel,,Netherlands,52.2434979,5.6343227,1
Saddle Stitcher,Nagel,Stuttgart,Deutschland,48.7758459,9.1829321,1
Saddle Stitcher,Narita,,Egypt,,,1
Saddle Stitcher,Osako,,France,46.603354,1.8883335,1
Saddle Stitcher,Polygraph,,Lithuania,55.3500003,23.7499997,1
Saddle Stitcher,Polygraph,,Netherlands,52.2434979,5.6343227,1
Saddle Stitcher,Polygraph,Mohania,India,25.1676631,83.6168787,1
Saddle Stitcher,Polygraph,Testour,Tunisia,36.5499,9.4422664,1
Saddle Stitching Lines,Heidelberg,,Germany,51.165691,10.451526,1
Saddle Stitching Lines,Heidelberg,,Germany,51.1657,10.4515,1
Saddle Stitching Lines,Muller Martini,Terni,Italy,42.6384261,12.674297,2
Scoring and Perforating machines,Bacciottini,,Germany,51.1657,10.4515,1
Scoring and Perforating machines,Bickel,,Germany,51,10,1
Scoring and Perforating machines,Binderhaus,Vogtei,Germany,51.1638175,10.4478313,1
Scoring and Perforating machines,Duplo,Stuttgart,Deutschland,48.7758459,9.1829321,1
Scoring and Perforating machines,KAS,Stuttgart,Deutschland,48.7758459,9.1829321,1
Scoring and Perforating machines,Pernuma,Vogtei,Germany,51.1638175,10.4478313,1
Scoring and Perforating machines,Rollem,,Germany,51,10,1
Scoring and Perforating machines,SCS,,europe,54.526,15.2551,1
Screen printing,Argon Speed,Terni,Italy,42.6384261,12.674297,2
Screen printing,Berra,,Italy,,,1
Screen printing,ESC,Bucharest,Romania,44.4267674,26.1025384,1
Screen printing,Franchini,,Italy,41.8719,12.5674,1
Screen printing,Franchini,Hude,Germany,53.1088344,8.4653702,1
Screen printing,Franchini,Rome,Italy,41.8719,12.5674,1
Screen printing,Harlacher,,Romania,,,1
Screen printing,Mugen Seiki,,Poland,,,1
Screen printing,Norbert Klein,,Romania,,,1
Screen printing,PF10,,Romania,,,1
Screen printing,Sakurai,,India,20.5937,78.9629,2
Screen printing,Sakurai,,United Kingdom,54.7023545,-3.2765753,1
Screen printing,Sakurai,Mumbai,India,19.0785451,72.878176,1
Screen printing,Sakurai,Oslo,Norway,54.526,15.2551,1
Screen printing,Sakurai,Rome,Italy,41.8719,12.5674,1
Screen printing,Sakurai,Terni,Italy,42.6384261,12.674297,1
Screen printing,Serigraf Service,,Italy,,,1
Screen printing,SPS,,France,46.603354,1.8883335,1
Screen printing,Sunshine Engineering,,India,28.41707755,77.73526966,1
Screen printing,Svecia,,Germany,,,1
Sealing Machines,Euro Packaging,Mumbai,India,19.076,72.8777,1
Sealing Machines,Kallfass,,France,46.603354,1.8883335,1
Sealing Machines,Kolbus,Brunswick,Germany,52.2646577,10.5236066,1
Sewing Machines,Aster,Ringwood,United Kingdom,50.844949,-1.788817,1
Sewing Machines,Brehmer,,Netherlands,52.2434979,5.6343227,2
Sewing Machines,Brehmer,Nuremberg,Germany,49.4542881,11.0745641,1
Sewing Machines,MECCANOTECNICA,,Czechia,49.7439047,15.3381061,1
Sewing Machines,MECCANOTECNICA,,EUROPE,54.526,15.2551,4
Sewing Machines,MECCANOTECNICA,,France,46.603354,1.8883335,1
Sewing Machines,MECCANOTECNICA,,Italy,41.8719,12.5674,1
Sewing Machines,MECCANOTECNICA,,United Kingdom,54.7023545,-3.2765753,1
Sewing Machines,MECCANOTECNICA,Braunschweig,Germany,52.2678,10.5246,1
Sewing Machines,MECCANOTECNICA,Brunswick,Germany,52.2646577,10.5236066,2
Sewing Machines,MECCANOTECNICA,Brunswick,Germany,52.2647,10.5236,1
Sewing Machines,MECCANOTECNICA,Nuremberg,Germany,49.4542881,11.0745641,1
Sewing Machines,MECCANOTECNICA,Rome,Italy,41.8719,12.5674,1
Sewing Machines,MECCANOTECNICA,Terni,Italy,42.6384261,12.674297,1
Sewing Machines,Muller Martini,,Czechia,49.7439047,15.3381061,1
Sewing Machines,Muller Martini,,Czechia,49.8175,15.473,1
Sewing Machines,Muller Martini,,Germany,51.1657,10.4515,1
Sewing Machines,Muller Martini,,Netherlands,52.24764975,5.541246849,1
Sewing Machines,Muller Martini,Braunschweig,Germany,52.2678,10.5246,1
Sewing Machines,Muller Martini,Brunswick,Germany,52.2646577,10.5236066,1
Sewing Machines,Muller Martini,Nuremberg,Germany,49.4542881,11.0745641,5
Sewing Machines,ODM,,France,46.603354,1.8883335,1
Sewing Machines,Smyth,Beddes,France,46.6034,2.2137,1
Sewing Machines,Smyth,Gliwice,Poland,50.26590325,18.69757619,1
Sewing Machines,Smyth,Minsk,Belarus,53.8608204,27.55083154,1
Sewing Machines,Smyth,Nuremberg,Germany,49.4542881,11.0745641,1
Sewing Machines,Smyth,Ringwood,United Kingdom,50.844949,-1.788817,1
Sewing Machines,Smyth,Rome,Italy,41.8719,12.5674,2
Sewing Machines,Smyth,Terni,Italy,42.6384261,12.674297,1
Sewing Machines,Stahl,,Czechia,49.7439047,15.3381061,1
Sheet Fed / Offset,AB Dick,,United States,39.7837304,-100.445882,1
Sheet Fed / Offset,AB Dick,Mumbai,India,19.076,72.8777,1
Sheet Fed / Offset,AB Dick,Sahibzada Ajit Singh Nagar,India,30.7046,76.7179,1
Sheet Fed / Offset,Adast,,Hungary,,,1
Sheet Fed / Offset,Adast,,Romania,,,1
Sheet Fed / Offset,Adast,,Afghanistan,35.233837,71.33074,1
Sheet Fed / Offset,Adast,,Czechia,49.8175,15.473,1
Sheet Fed / Offset,Adast,,India,22.3511148,78.6677428,1
Sheet Fed / Offset,Adast,,India,30.837887,76.9601747,1
Sheet Fed / Offset,Adast,,Netherlands,52.2434979,5.6343227,1
Sheet Fed / Offset,Adast,,Russia,51.2086975,89.2343748,1
Sheet Fed / Offset,Adast,,Ukraine,50.178595,30.4924884,1
Sheet Fed / Offset,Adast,Albuquerque,United States,35.0844,106.6504,1
Sheet Fed / Offset,Adast,Barcelona,Spain,41.3828939,2.1774322,1
Sheet Fed / Offset,Adast,Bucharest,Romania,44.4267674,26.1025384,1
Sheet Fed / Offset,Adast,Chilla,India,30.666,76.7396,2
Sheet Fed / Offset,Adast,Faridabad,India,28.4031478,77.3105561,1
Sheet Fed / Offset,Adast,Ghaziabad,India,28.6692,77.4538,1
Sheet Fed / Offset,Adast,Gliwice,Poland,50.26590325,18.69757619,1
Sheet Fed / Offset,Adast,Jabalpur,India,23.1608938,79.9497702,1
Sheet Fed / Offset,Adast,Jaipur,India,26.9154576,75.8189817,1
Sheet Fed / Offset,Adast,Ludhiana,India,30.9090157,75.851601,9
Sheet Fed / Offset,Adast,New Delhi,India,28.5933164,77.1206897,1
Sheet Fed / Offset,Adast,New Delhi,India,28.6138954,77.2090057,4
Sheet Fed / Offset,Adast,New Delhi,India,28.6273928,77.1716954,5
Sheet Fed / Offset,Adast,Nuremberg,Germany,49.4542881,11.0745641,1
Sheet Fed / Offset,Adast,Sahibzada Ajit Singh Nagar,India,30.7046,76.7179,5
Sheet Fed / Offset,Akiyama,,Australia,-24.7761086,134.755,1
Sheet Fed / Offset,Akiyama,,India,28.62033125,77.28744913,1
Sheet Fed / Offset,Akiyama,,India,28.6882438,77.1212148,1
Sheet Fed / Offset,Akiyama,Auckland,New Zealand,-36.8622961,174.7190716,1
Sheet Fed / Offset,Akiyama,Bacoor,Philippines,14.4149927,120.9755482,1
Sheet Fed / Offset,Akiyama,Sivakasi,India,9.45329,77.8024,1
Sheet Fed / Offset,Akiyama,Tiruppur,India,11.1085,77.3411,1
Sheet Fed / Offset,Aurelia,Rome,Italy,41.8719,12.5674,2
Sheet Fed / Offset,Aurelia,Terni,Italy,42.6384261,12.674297,2
Sheet Fed / Offset,Autoprint,Bihar Sharif,India,25.205,85.5174,1
Sheet Fed / Offset,Autoprint,Katihar,India,25.55047585,87.59414681,1
Sheet Fed / Offset,Crabtree,,Poland,,,1
Sheet Fed / Offset,ECS,Minsk,Belarus,53.8608204,27.55083154,1
Sheet Fed / Offset,Form Consulta,,Italy,41.8719,12.5674,1
Sheet Fed / Offset,FUJI,,Japan,,,1
Sheet Fed / Offset,FUJI,New Delhi,India,28.6273928,77.1716954,1
Sheet Fed / Offset,FUJI,Rome,Italy,41.8719,12.5674,1
Sheet Fed / Offset,Goebel,Minsk,Belarus,53.8608204,27.55083154,1
Sheet Fed / Offset,Goebel,Vogtei,Germany,51.1638175,10.4478313,1
Sheet Fed / Offset,Halm,,Netherlands,52.2434979,5.6343227,1
Sheet Fed / Offset,Halm,Gliwice,Poland,50.26590325,18.69757619,1
Sheet Fed / Offset,Hamada,,India,28.62033125,77.28744913,1
Sheet Fed / Offset,Hamada,,India,28.6658511,77.3511529,1
Sheet Fed / Offset,Hamada,Barcelona,Spain,41.3874,2.16857,1
Sheet Fed / Offset,Hamada,Ludhiana,India,30.9090157,75.851601,1
Sheet Fed / Offset,Hamada,New Delhi,India,28.6273928,77.1716954,3
Sheet Fed / Offset,Hamada,Rome,Italy,41.8719,12.5674,1
Sheet Fed / Offset,Hamada,Terni,Italy,42.6384261,12.674297,2
Sheet Fed / Offset,Hans Gronhi,,United Kingdom,,,1
Sheet Fed / Offset,Hans Gronhi,,United Kingdom,54.7023545,-3.2765753,2
Sheet Fed / Offset,Harris-Aurelia,,Italy,41.8719,12.5674,1
Sheet Fed / Offset,Hashimoto,Sahibzada Ajit Singh Nagar,India,30.7046,76.7179,1
Sheet Fed / Offset,Heidelberg,,Hungary,,,1
Sheet Fed / Offset,Heidelberg,,Latvia,,,1
Sheet Fed / Offset,Heidelberg,,Romania,,,1
Sheet Fed / Offset,Heidelberg,,Slovakia,,,1
Sheet Fed / Offset,Heidelberg,,Slovenia,,,1
Sheet Fed / Offset,Heidelberg,,,34.0479,100.62,2
Sheet Fed / Offset,Heidelberg,,,46.2022,1.26439,1
Sheet Fed / Offset,Heidelberg,,,54.526,15.2551,3
Sheet Fed / Offset,Heidelberg,,Australia,25.2744,133.7751,1
Sheet Fed / Offset,Heidelberg,,Brazil,-10.3333333,-53.2,1
Sheet Fed / Offset,Heidelberg,,Brazil,14.235,51.9253,1
Sheet Fed / Offset,Heidelberg,,Canada,51.0000002,-109,4
Sheet Fed / Offset,Heidelberg,,Canada,61.0666922,-107.991707,12
Sheet Fed / Offset,Heidelberg,,Czechia,49.7439047,15.3381061,3
Sheet Fed / Offset,Heidelberg,,Czechia,49.8175,15.473,1
Sheet Fed / Offset,Heidelberg,,EUROPE ,54.526,15.2551,3
Sheet Fed / Offset,Heidelberg,,France,46.2276,2.21375,1
Sheet Fed / Offset,Heidelberg,,Germany,51,10,12
Sheet Fed / Offset,Heidelberg,,Germany,51.1657,10.4515,24
Sheet Fed / Offset,Heidelberg,,India,19.3625308,73.08048927,1
Sheet Fed / Offset,Heidelberg,,India,20.5937,78.9629,1
Sheet Fed / Offset,Heidelberg,,India,22.3511148,78.6677428,9
Sheet Fed / Offset,Heidelberg,,India,24.2431343,82.38276721,1
Sheet Fed / Offset,Heidelberg,,India,28.62033125,77.28744913,1
Sheet Fed / Offset,Heidelberg,,India,28.6734298,77.2898858,8
Sheet Fed / Offset,Heidelberg,,India,28.6882438,77.1212148,2
Sheet Fed / Offset,Heidelberg,,India,28.7041,77.1025,5
Sheet Fed / Offset,Heidelberg,,India,30.7041168,76.7176885,1
Sheet Fed / Offset,Heidelberg,,India,30.837887,76.9601747,1
Sheet Fed / Offset,Heidelberg,,India,30.9763026,76.76740008,1
Sheet Fed / Offset,Heidelberg,,Italy,41.8719,12.5674,7
Sheet Fed / Offset,Heidelberg,,Malta,35.9375,14.3754,1
Sheet Fed / Offset,Heidelberg,,Netherlands,51.5331484,4.4561276,1
Sheet Fed / Offset,Heidelberg,,Netherlands,52.1326,5.29127,4
Sheet Fed / Offset,Heidelberg,,Netherlands,52.2434979,5.6343227,44
Sheet Fed / Offset,Heidelberg,,Paraguay,-21.0002179,-61.0006565,3
Sheet Fed / Offset,Heidelberg,,Russia,51.2086975,89.2343748,16
Sheet Fed / Offset,Heidelberg,,Russia,55.0796891,98.8598725,3
Sheet Fed / Offset,Heidelberg,,Serbia,44.7487069,20.5557099,1
Sheet Fed / Offset,Heidelberg,,Spain,39.3260685,-4.8379791,3
Sheet Fed / Offset,Heidelberg,,UK,55.3781,-3.436,3
Sheet Fed / Offset,Heidelberg,,Ukraine,49.4871968,31.2718321,2
Sheet Fed / Offset,Heidelberg,,United Kingdom,54.7023545,-3.2765753,19
Sheet Fed / Offset,Heidelberg,,United States,31.2638905,-98.5456116,1
Sheet Fed / Offset,Heidelberg,,United States,35.5175,-86.5804,1
Sheet Fed / Offset,Heidelberg,,United States,38.7946,-106.535,5
Sheet Fed / Offset,Heidelberg,,United States,39.7837304,-100.445882,20
Sheet Fed / Offset,Heidelberg,,United States,40.2340936,-75.2731376,1
Sheet Fed / Offset,Heidelberg,Al Manhal,United Arab Emirates,24.4538352,54.3774014,1
Sheet Fed / Offset,Heidelberg,Auckland,New Zealand,-36.8622961,174.7190716,5
Sheet Fed / Offset,Heidelberg,Baltimore,United States,39.3014159,-76.5888477,2
Sheet Fed / Offset,Heidelberg,Barcelona,Spain,41.3828939,2.1774322,12
Sheet Fed / Offset,Heidelberg,Barcelona,Spain,41.3874,2.16857,10
Sheet Fed / Offset,Heidelberg,Beddes,France,46.6034,2.2137,5
Sheet Fed / Offset,Heidelberg,Bucharest,Romania,44.4267674,26.1025384,2
Sheet Fed / Offset,Heidelberg,Chennai,India,13.0843007,80.2704622,1
Sheet Fed / Offset,Heidelberg,Chilla,India,30.666,76.7396,4
Sheet Fed / Offset,Heidelberg,Dabergotz,Germany,52.9098307,12.7172083,9
Sheet Fed / Offset,Heidelberg,Dallas,United States,32.7762719,-96.7968559,1
Sheet Fed / Offset,Heidelberg,Delhi,India,28.6893,77.292,1
Sheet Fed / Offset,Heidelberg,Dinslaken,Germany,51.5674,6.74753,3
Sheet Fed / Offset,Heidelberg,Ghaziabad,India,28.6320488,77.4135193,1
Sheet Fed / Offset,Heidelberg,Ghaziabad,India,28.662,77.3367,1
Sheet Fed / Offset,Heidelberg,Ghaziabad,India,28.6658511,77.3511529,1
Sheet Fed / Offset,Heidelberg,Ghaziabad,India,28.6722772,77.3700121,2
Sheet Fed / Offset,Heidelberg,Ghaziabad,India,28.672818,77.3862836,1
Sheet Fed / Offset,Heidelberg,Gliwice,Poland,50.26590325,18.69757619,27
Sheet Fed / Offset,Heidelberg,Greater Noida,India,28.4962,77.536,1
Sheet Fed / Offset,Heidelberg,Gujarat,India,22.3850051,71.745261,1
Sheet Fed / Offset,Heidelberg,Gujarat,India,22.6708,71.5724,3
Sheet Fed / Offset,Heidelberg,Heidelberg,Germany,49.4186,8.67345,1
Sheet Fed / Offset,Heidelberg,Kampala,Uganda,0.2881975,32.5924726,1
Sheet Fed / Offset,Heidelberg,Kyiv,Ukraine,50.4504,30.5245,1
Sheet Fed / Offset,Heidelberg,Lahore,Pakistan,31.5627,74.3362,1
Sheet Fed / Offset,Heidelberg,London,United Kingdom,51.455,-0.354132,1
Sheet Fed / Offset,Heidelberg,Ludhiana,India,30.909,75.8516,2
Sheet Fed / Offset,Heidelberg,Ludhiana,India,30.9090157,75.851601,13
Sheet Fed / Offset,Heidelberg,Melbourne,Australia,-37.8142454,144.9631732,5
Sheet Fed / Offset,Heidelberg,Mid Suffolk,United Kingdom,52.24100135,1.046683031,6
Sheet Fed / Offset,Heidelberg,Minsk,Belarus,53.8608204,27.55083154,13
Sheet Fed / Offset,Heidelberg,Mohsin Wal,Pakistan,30.40062,72.2541441,1
Sheet Fed / Offset,Heidelberg,Mumbai,India,18.9500562,72.8347302,1
Sheet Fed / Offset,Heidelberg,Mumbai,India,18.9736935,72.8367795,1
Sheet Fed / Offset,Heidelberg,Mumbai,India,19.076,72.8777,1
Sheet Fed / Offset,Heidelberg,Mumbai,India,19.0785,72.8782,1
Sheet Fed / Offset,Heidelberg,Mumbai,India,19.0785451,72.878176,2
Sheet Fed / Offset,Heidelberg,New Delhi,India,28.5933164,77.1206897,3
Sheet Fed / Offset,Heidelberg,New Delhi,India,28.6138954,77.2090057,1
Sheet Fed / Offset,Heidelberg,New Delhi,India,28.6139,77.2088,1
Sheet Fed / Offset,Heidelberg,New Delhi,India,28.6273928,77.1716954,28
Sheet Fed / Offset,Heidelberg,Nil-Saint-Vincent-Saint-Martin,Belgium,50.6403,4.66671,1
